CODIGO_PROYECTO,TITULO_PROYECTO,ENTIDAD,AREA_TEMATICA,DEPARTAMENTO_ENTIDAD,CIUDAD_ENTIDAD,,,,,,,
110765741311,Evaluacion del efecto inmunomodulador relacionado con el consumo de frutas cultivadas en Colombia en un modelo de enfermedad inflamatoria intestinal inducida por DSS. ,UNIVERSIDAD DE CARTAGENA,ENFERMEDADES CRONICAS NO TRANSMISIBLES,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
651765741093,FUERZA MUSCULAR Y CAPACIDAD AEROBICA RELACION SIMBIOTICA EN ESCOLARES CON BAJO PESO AL NACER Y RIESGO METABOLICO. ESTUDIO SIMAC,FUNDACION OFTALMOLOGICA DE SANTANDER - CLINICA CARLOS ARDILA LULLE - FOSCAL-,ENFERMEDADES CRONICAS NO TRANSMISIBLES,SANTANDER,BUCARAMANGA,,,,,,,
111565740581,DETERMINACION DE BIOMARCADORES LIPIDICOS IMPLICADOS EN TRASTORNO EMOCIONAL Y DEMENCIA VASCULAR POST-INFARTO CEREBRAL Y ESTUDIO DE PREVENCION POR TERAPIA CON PRODUCTO NATURAL,UNIVERSIDAD DE ANTIOQUIA - UDEA,ENFERMEDADES CRONICAS NO TRANSMISIBLES,ANTIOQUIA,MEDELLIN,,,,,,,
125365741073,EFECTO DE LAS EMISIONES DIESEL Y SU ASOCIACION CON LOS GENES POLIMORFICOS  DEL METABOLISMO (CYP1A1 GSTM1 GSTT1) Y LOS  GENES DE REPARACION (OGG1 XRCC1)  EN MECANICOS OCUPACIONALMENTE EXPUESTOS.,UNIVERSIDAD SIMON BOLIVAR - SEDE BARRANQUILLA,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES,ATLANTICO,BARRANQUILLA,,,,,,,
120465740926,Efectos de la adaptacion del Protocolo Unificado para problemas emocionalesen victimas del conflicto armado en Colombia Un ensayo clinico aleatorizado,UNIVERSIDAD DE LOS ANDES - UNIANDES,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111565740669,DISCAPACIDAD Y CALIDAD DE VIDA EN UNA COHORTE DE PERSONAS MAYORES DE 60 ANOS LESIONADAS EN ACCIDENTES DE TRANSITO EN LA CIUDAD DE MEDELLIN EN EL 2015,UNIVERSIDAD DE ANTIOQUIA - UDEA,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES,ANTIOQUIA,MEDELLIN,,,,,,,
121565740733,Desarrollo y evaluacion de un biosensor electroquimico para la deteccion y monitoreo de cambios en la actividad de la oxido nitrico sintasa neuronal (nNOS) como biomarcador pronostico temprano en el manejo del trauma craneoencefalico (TEC),UNIVERSIDAD DEL NORTE - UNINORTE,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES,ATLANTICO,BARRANQUILLA,,,,,,,
125365741083,EVALUACION DEL RIESGO OCUPACIONAL DE SOLDADORES MEDIANTE EL ANALISIS DE DANO EN EL ADN DE METALES Y DE LA INFLUENCIA DE POLIMORFISMOS EN GENES DEL METABOLISMO Y REPARACION DEL ADN,UNIVERSIDAD SIMON BOLIVAR - SEDE BARRANQUILLA,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES,ATLANTICO,BARRANQUILLA,,,,,,,
500465741246,COMPARACION DE DOS METODOS DE CULTIVO CELULAR EN LA PRODUCCION DEL FACTOR DE EXPANSION DE CELULAS CD34 PROVENIENTES DE UNIDADES DE SANGRE DE CORDON UMBILICAL CRIOPRESERVADAS,STEM MEDICINA REGENERATIVA,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111565740663,Cartografia socio - ambiental perfil epidemiologico en menores de 5 anos y estrategia educativa en territorios donde empieza a configurarse la mineria como actividad economica caso Occidente Antioqueno 2015 - 2016,UNIVERSIDAD DE ANTIOQUIA - UDEA,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES,ANTIOQUIA,MEDELLIN,,,,,,,
110765741638,BUSQUEDA DE ASOCIACION DEL GEN DE CAVEOLINA 1 (CAV1) CON LA OBESIDAD EN ADULTOS DE CARTAGENA DE INDIAS 2015 - 2017.,UNIVERSIDAD DE CARTAGENA,SEGURIDAD ALIMENTARIA,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
210465741003,Efecto de las practicas alimentarias de mujeres gestantes y sus hijas e hijos hasta los 24  meses de edad sobre el estado nutricional en una poblacion atendida por la Secretaria Distrital de Integracion Social de la Alcaldia Mayor de Bogota.,INSTITUTO NACIONAL DE SALUD - I.N.S.,SEGURIDAD ALIMENTARIA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
112765741320,Aplicacion del Diseno Conductual en Estrategias de Reduccion de la Obesidad,UNIVERSIDAD DE CALDAS - UNICALDAS,SEGURIDAD ALIMENTARIA,CALDAS,MANIZALES,,,,,,,
656665740824,Patobiologia de la interfase materno-fetal en la infeccion chagasica congenita,FUNDACION CARDIOVASCULAR DE COLOMBIA - FCV,SALUD MATERNA Y PERINATAL,SANTANDER,BUCARAMANGA,,,,,,,
520165740853,Papel del reconocimiento de los glicanos en la interfase materno fetal y su relacion con la preeclampsia un enfoque bioquimico-inmuno-endocrino.,CENTRO DE LA CIENCIA Y LA INVESTIGACION FARMACEUTICA - CECIF,SALUD MATERNA Y PERINATAL,ANTIOQUIA,ITAGUI,,,,,,,
111565740745,Maternidad Segura como resultado del uso de metodos de anticoncepcion de alta adherencia y efectividad en el posparto inmediato,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD MATERNA Y PERINATAL,ANTIOQUIA,MEDELLIN,,,,,,,
111565740715,Evaluacion de la implementacion  y seguimiento de  un programa para la promocion del desarrollo integral de los ninos desde el tercer trimestre de gestacion hasta los 15 anos en los municipios de Antioquia,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD MATERNA Y PERINATAL,ANTIOQUIA,MEDELLIN,,,,,,,
125165741366,ANALISIS SITUACIONAL Y CONTEXTUAL DE LOS MODELOS DE ATENCION DIFERENCIAL EN COLOMBIA EL CASO DE LA PARTERIA EN EL PACIFICO COLOMBIANO,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI,SALUD MATERNA Y PERINATAL,VALLE DEL CAUCA,CALI,,,,,,,
500865741087,ESTUDIO PILOTO DE LA LISTA DE CHEQUEO PARA ATENCION DEL PARTO DE LA OMS EN COLOMBIA.,SOCIEDAD COLOMBIANA DE ANESTESIOLOGIA Y REANIMACION - SCARE,SALUD MATERNA Y PERINATAL,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
112765741453,Efecto de un programa de mensajeria de texto sobre el autocuidado durante el periodo prenatal en una comunidad de mujeres gestantes y sus acompanantes Manizales 2015,UNIVERSIDAD DE CALDAS - UNICALDAS,SALUD MATERNA Y PERINATAL,CALDAS,MANIZALES,,,,,,,
111565740967,Evaluacion de la activacion del complemento en los trastornos hipertensivos de la gestacion en Colombia.  ,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD MATERNA Y PERINATAL,ANTIOQUIA,MEDELLIN,,,,,,,
277865740699,PENFUP Evaluacion del impacto del uso de protectores de piel versus cuidado convencional con lubricacion de piel en la prevencion de ulceras por presion en pacientes de alto y muy alto riesgo que ingresan a todos los servicios de atencion medico-quirurgicos ensayo clinico multicentrico.,FUNDACION CARDIOINFANTIL-INSTITUTO CARDIOLOGIA,SALUD PUBLICA SISTEMAS Y SERVICIOS DE SALUD,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110152129320,ESTUDIO DE LA CALIDAD DEL CIELO PARA OBSERVACIONES ASTRON¿MICAS EN COLOMBIA,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
120365740898,Process of developing evidence-based recommendations and the effectiveness in communicating the recommendations to health care professionals in Colombia A diagnostic of current situation and evaluation of new strategies for improvement,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,SALUD PUBLICA SISTEMAS Y SERVICIOS DE SALUD,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
277865741105, Impacto clinico y economico de los procesos de atencion ofrecidos a adultos llevados a cirugia de urgencia en la FCI Hacia un arbol de decisiones clinicas,FUNDACION CARDIOINFANTIL-INSTITUTO CARDIOLOGIA,SALUD PUBLICA SISTEMAS Y SERVICIOS DE SALUD,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
120371150037,CARACTERIZACION GENETICA Y EPIGENETICA DE LOS GENES NR5A1 SRY SOX9 WNT4 Y DAX1 EN PACIENTES CON TRASTORNOS DE DESARROLLO DEL SEXO EN POBLACION COLOMBIANA.,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,SALUD SEXUAL Y REPRODUCTIVA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111571150148,Neoplasias intraepiteliales anales asociadas a PVH y practicas sexuales en individuos VIH positivos en Medellin 2016-2017.,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD SEXUAL Y REPRODUCTIVA,ANTIOQUIA,MEDELLIN,,,,,,,
122871150168,Salud mental y desplazamiento por violencia  en tres regiones de Colombia (Bogota Medellin Buenaventura). Colombia 2015-2016.,INSTITUTO DE CIENCIAS DE LA SALUD - C.E.S. - UNIVERSIDAD CES,SALUD MENTAL,ANTIOQUIA,MEDELLIN,,,,,,,
110171149904,ASPECTOS CLINICOS Y GENETICOS EN PERSONAS CON QUEJAS DE MEMORIA Y DETERIORO COGNITIVO LEVE,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,SALUD MENTAL,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
122871149988,Alteraciones neurobiologicas en ninos ninas y adolescentes con Trastorno por estres postraumatico (TEPT) evidencia a partir de la evaluacion neuropisoclogica y el estudio con neuroimagen (IRMf),INSTITUTO DE CIENCIAS DE LA SALUD - C.E.S. - UNIVERSIDAD CES,SALUD MENTAL,ANTIOQUIA,MEDELLIN,,,,,,,
111571149700,Cambios tempranos en poblacion de alto riesgo para trastorno bipolar tipo I Comparacion de trastornos psiquiatricos alteraciones de sueno y neuroimagenes entre hijos de pacientes con trastorno bipolar versus controles,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD MENTAL,ANTIOQUIA,MEDELLIN,,,,,,,
111571149738,MODELO BIOLOGICO DE DESARROLLO DE FASE 2 PARA LA REDEFINICION DE LA EFICACIA DE SIETE ANTI-ENTEROCOCCICOS EN USO CLINICO,UNIVERSIDAD DE ANTIOQUIA - UDEA,NUEVOS MEDICAMENTOS,ANTIOQUIA,MEDELLIN,,,,,,,
123071150104,DESARROLLO DE UNA METODOLOGIA PARA LA EVALUACION DE ANTICUERPO DE FACTOR DE NECROSIS TUMORAL (anti-TNF-alfa) EN PACIENTES CON TRATAMIENTO DE PRODUCTOS BIOLOGICOS MEDIANTE EL USO DE BIOSENSORES,UNIVERSIDAD DE LA SABANA - UNISABANA,NUEVOS MEDICAMENTOS,CUNDINAMARCA,CHIA,,,,,,,
111371149910,Evaluacion de la actividad antimicrobiana e irritabiliadad dermica de un unguento de uso topico que contenga peptidos antimicrobianos aceite esencial de lippia origanoides y curcumina.    ,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,NUEVOS MEDICAMENTOS,QUINDIO,ARMENIA,,,,,,,
122871149710,Indice de vulnerabilidad de los adultos mayores en tres ciudades de Colombia 2016,INSTITUTO DE CIENCIAS DE LA SALUD - C.E.S. - UNIVERSIDAD CES,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS,ANTIOQUIA,MEDELLIN,,,,,,,
110171150041,Elaboracion de tejido artificial unidireccionado a partir de soportes de colageno I unidireccional celulas de schwann y celulas madre mesenquimales,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
121871150316,ESTADO DE LA FUNCION EJECUTIVA TOMA DE DECISIONES ACTITUDES FINANCIERAS Y  SU RELACION  CON LA SATISFACCION DE LA VIDA  EN  ADULTOS MAYORES SOCIAL E INTELECTUALMENTE ACTIVOS DE NSE MEDIO Y BAJO EN LA CIUDAD DE BARRANQUILLA.,UNIVERSIDAD AUTONOMA DEL CARIBE,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS,ATLANTICO,BARRANQUILLA,,,,,,,
111571149720,Modelo para el desarrollo humano y ocupacional de personas con discapacidad intelectual metodos mixtos.,UNIVERSIDAD DE ANTIOQUIA - UDEA,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS,ANTIOQUIA,MEDELLIN,,,,,,,
115071149746,Desarrollo de un sistema de diagnostico  asistido  de  disfagia  en  pacientes  con  desordenes  neuromotores  basado  en procesamiento de senales no invasivas,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN - I.T.M.,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS,ANTIOQUIA,MEDELLIN,,,,,,,
111571149680,Identificacion de facilitadores y barreras para la implementacion de la Guia de Practica Clinica de diagnostico y tratamiento preoperatorio intraoperatorio y postoperatorio de la persona  amputada la prescripcion de la protesis y la rehabilitacion integral Un estudio de metodos mixtos en Colombia 2016-2018,UNIVERSIDAD DE ANTIOQUIA - UDEA,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS,ANTIOQUIA,MEDELLIN,,,,,,,
111571149727,EVALUACION IN VIVO DE LA UTILIDAD DE CUATRO ESTRATEGIAS FARMACOLOGICAS PARA PREVENIR EL DESARROLLO DE LA FIBROSIS PULMONAR   INDUCIDA POR PARAQUAT,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD AMBIENTAL,ANTIOQUIA,MEDELLIN,,,,,,,
110771150102,DETERMINACION DE MODIFICACIONES OXIDATIVAS DE PROTEINAS EN ALIMENTOS DE ORIGEN ANIMAL ASOCIADAS A LA PRESENCIA DE RESIDUOS DE ANTIBIOTICOS Y PLAGUICIDAS,UNIVERSIDAD DE CARTAGENA,SALUD AMBIENTAL,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
110171150188,Alternativas terapeuticas para el tratamiento de la malaria a partir de plantas con antecedentes etnofarmacologicos evaluacion fitoquimica y valoracion preclinica,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,SALUD AMBIENTAL,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111371149898,Vigilancia ambiental de cepas de poliovirus en municipios considerados con potencial de riesgo para reintroduccion de estos virus en la comunidad,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,SALUD AMBIENTAL,QUINDIO,ARMENIA,,,,,,,
111571149740,Presencia de antibioticos y bacterias resistentes en afluentes y efluentes de la planta de tratamiento de aguas residuales municipales del area metropolitana de Medellin. ,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD AMBIENTAL,ANTIOQUIA,MEDELLIN,,,,,,,
110671150248,Exposicion a glifosato y efectos en la seguridad alimentaria un analisis interdisciplinario en la poblacion etnica de la cuenca alta del rio Cauca,UNIVERSIDAD DEL VALLE - UNIVALLE,SALUD AMBIENTAL,VALLE DEL CAUCA,CALI,,,,,,,
121071149742,Cubierta polimerica nanoreforzada como barrera de proteccion ante infecciones asociadas a la atencion en salud.,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,SALUD AMBIENTAL,ANTIOQUIA,MEDELLIN,,,,,,,
111571149686,Infeccion gestacional por Plasmodium vivax inmunopatogenesis histopatologia y genetica plasmodial y sus efectos en la morbimortalidad materna fetal y neonatal en el noroccidente de Colombia 2016-2018,UNIVERSIDAD DE ANTIOQUIA - UDEA,SALUD MATERNA Y PERINATAL,ANTIOQUIA,MEDELLIN,,,,,,,
110171150220,DISENO Y ESTUDIO PILOTO DE EVALUACION DE LA EFECTIVIDAD DE 12 CAPSULAS DE CONOCIMIENTO EN SALUD MATERNA Y NEONATAL MEDIANTE ESTRATEGIAS DE NEUROMARKETING.,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,SALUD MATERNA Y PERINATAL,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110171150288,Desarrollo de una prueba de concepto y un estudio de factibilidad comercial de un dispositivo medico de tele-monitoreo continuo materno-fetal,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,SALUD MATERNA Y PERINATAL,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110771150254,Estimacion de la capacidad predictiva de modelos generales de severidad en  pacientes obstetricas criticamente enfermas (MPM-II MPM-III SAPS 2 y  SAPS 3) Un estudio multicentrico nacional,UNIVERSIDAD DE CARTAGENA,SALUD MATERNA Y PERINATAL,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
617499847785,ESTRATEGIA INTEGRAL PARA EL CONTROL DE LA LEISHMANIASIS EN COLOMBIA,UNION TEMPORAL ESTRATEGIA INTEGRAL PARA EL CONTROL DE LA LEISHMANIASIS EN COLOMBIA,ENFERMEDADES TRANSMISIBLES,ANTIOQUIA,MEDELLIN,,,,,,,
120399848001,Intervenciones en salud orientadas por la APS y reduccion de la cargade trastornos mentales generadores de mayor cronicidad y discapacidad.,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,ENFERMEDADES CRONICAS NO TRANSMISIBLES,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
617399847755,Conocimiento y Accion para Reducir la Dimension de la Enfermedad Cardiovascular en Colombia.  CARDIECOL ,Union Temporal CARDIECOL ,ENFERMEDADES CRONICAS NO TRANSMISIBLES,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
639670049046,Validacion de un modelo de degradacion de adhesivos tipo cianoacrilato de uso en cirugia mediante la enzima CyDeg,CORPOGEN,3,PROYECTO,BOGOTA D.C.,11001,,,,,,
110170048849,DESARROLLO DE PRUEBAS CONCEPTO PARA UN OLIGONUCLEOTIDO    DIRIGIDO A HIF-1? COMO TRATAMIENTO PARACANCER DE SENO,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,3,PROYECTO,BOGOTA D.C.,11001,,,,,,
111570048943,DISENO Y VALIDACION DE UN REACTOR EN LLAMA PARA LA SINTESIS Y MODIFICACION DE MATERIALES INORGANICOS CON APLICACIONES POTENCIALES PARA MATERIALES BIOMEDICOS O PROCESOS EN ENERGIAS SUSTENTABLES,UNIVERSIDAD DE ANTIOQUIA - UDEA,5,PROYECTO,ANTIOQUIA,5001,,,,,,
110270048732,VALIDACION EXPERIMENTAL DEL BENEFICIO ENERGETICO DE LA IMPLEMENTACION DE SISTEMAS FOTOVOLTAICOS (FV) INTEGRADOS CON TECHOS VERDES PARA EN-TORNOS TROPICALES CON CLIMA CALIDO,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,5,PROYECTO,SANTANDER,68001,,,,,,
210470048773,Viabilidad de anticuerpos policlonales IgY anti-aislamientos colombianos de Giardia para detectar antigenos causantes de la patologia y aquellos de excrecion/secrecion por medio de una prueba inmunodiagnostica,INSTITUTO NACIONAL DE SALUD - I.N.S.,3,PROYECTO,BOGOTA D.C.,11001,,,,,,
111570049013,Valoracion del potencial de produccion farmaceutico de una fraccion biflavonoide estandarizada para la elaboracion de productos para el cuidado de la salud cardiovascular.,UNIVERSIDAD DE ANTIOQUIA - UDEA,3,PROYECTO,ANTIOQUIA,5001,,,,,,
121670048746,DESARROLLO DE RECUBRIMIENTOS DE HIDROXIAPATITA PARA APLICACION EN IMPLATES CRANEALES EN PEEK,UNIVERSIDAD EAFIT,3,PROYECTO,ANTIOQUIA,5001,,,,,,
110270048947,SISTEMA DE ORIENTACION USANDO REALIDAD AUMENTADA PARA LA PERFORACION DE TUNELES TIBIAL Y FEMORAL EN LA RECONSTRUCCION DE LIGAMENTO CRUZADO ANTERIOR,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,3,PROYECTO,SANTANDER,68001,,,,,,
656670049022,Adhesivos quirurgicos y hemostaticos a partir de nanofibras biocompatibles,FUNDACION CARDIOVASCULAR DE COLOMBIA - FCV,3,PROYECTO,SANTANDER,68276,,,,,,
110174054726,Practicas formativas por fuera de la escuela,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
121074054774,Creando Paz recursos culturales en experiencias de mediacion y gestion constructiva de conflictos y su aporte a la formacion de competencias ciudadanas y construccion de cultura de paz.,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ,ANTIOQUIA,MEDELLIN,,,,,,,
110674054639,Aportes de la politica de genero de la Universidad del Valle para la construccion de una sociedad en paz,UNIVERSIDAD DEL VALLE - UNIVALLE,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ,VALLE DEL CAUCA,CALI,,,,,,,
110674054599,CONCEPCIONES REPRESENTACIONES DEBATES Y DISCURSOS SOBRE SUBJETIVIDADES DE GENERO EN CONTEXTOS  DE CONFLICTO.Una herramienta para la educacion ciudadana para la paz.,UNIVERSIDAD DEL VALLE - UNIVALLE,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ,VALLE DEL CAUCA,CALI,,,,,,,
121574054758,EDUCACION PARA LA PAZ EN LAS INSTITUCIONES EDUCATIVAS Y COMUNIDADES VULNERABLES DE LA REGION CARIBE COLOMBIANA,UNIVERSIDAD DEL NORTE - UNINORTE,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ,ATLANTICO,BARRANQUILLA,,,,,,,
120474054593,Micro-Contextos Escolares y Desarrollo Social y Emocional Espacios No Reclamados en la escuela y su rol en la incidencia y prevalencia de riesgos para el desarrollo,UNIVERSIDAD DE LOS ANDES - UNIANDES,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
622172553374,Enfoque Ecobiosocial para el diseno e implementacion de una estrategia sostenible para el control del Vector de dengue en Girardot Fase 3. Viabilidad y costo efectividad de una intervencion innovadora para el control del vector de dengue.,FUNDACION SANTA FE DE BOGOTA - FSFB,ENFERMEDADES TRANSMITIDAS POR VECTORES-DENGUE,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111572553478,Sistema de alerta temprana para dengue en Riohacha Neiva Bello e Itagui como herramienta para la toma de decisiones en pro de la prevencion y el control,UNIVERSIDAD DE ANTIOQUIA - UDEA,ENFERMEDADES TRANSMITIDAS POR VECTORES-DENGUE,ANTIOQUIA,MEDELLIN,,,,,,,
212472553416,Evaluacion preclinica de la mezcla de Pf-IMPIPS (Plasmodium falciparum immune protection-inducing protein structures) primera vacuna hecha a la medida.,FUNDACION INSTITUTO DE INMUNOLOGIA DE COLOMBIA - FIDIC,ENFERMEDADES TRANSMITIDAS POR VECTORES-MALARIA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111572553345,Malaria asintomatica durante la gestacion Identificacion de biomarcadores y exploracion de alternativas diagnosticas.,UNIVERSIDAD DE ANTIOQUIA - UDEA,ENFERMEDADES TRANSMITIDAS POR VECTORES-MALARIA,ANTIOQUIA,MEDELLIN,,,,,,,
222972553501,Acceso al diagnostico y seguimiento a tratamiento de pacientes con leishmaniasis cutanea en zonas rurales dispersas basado en la comunidad 2016- 2019,CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS - CIDEIM,ENFERMEDADES TRANSMITIDAS POR VECTORES-LEISHMANIASIS,VALLE DEL CAUCA,CALI,,,,,,,
277872553480,ATTACH A Trial Testing Amiodarone in CHagas cardiomiopathy,FUNDACION CARDIOINFANTIL-INSTITUTO CARDIOLOGIA,ENFERMEDADES TRANSMITIDAS POR VECTORES-CHAGAS,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110772553569,Estudio de la actividad frente al cancer colorrectal de fracciones enriquecidas y/o compuestos aislados de los calices de Physalis angulata sobre dos lineas celulares de cancer humano y el modelo animal de cancer inducido por AOM.,UNIVERSIDAD DE CARTAGENA,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER COLORRECTAL,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
111572553456,Evaluacion de la implementacion de las tres fases de la vacunacion (2012-2014)  contra el Virus del Papiloma Humano en ninas nacidas desde el 2003 hasta el 2005 en el municipio de Manizales Colombia,UNIVERSIDAD DE ANTIOQUIA - UDEA,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER DE CUELLO UTERINO,ANTIOQUIA,MEDELLIN,,,,,,,
110272553474,Implementacion de modernas estrategias de auto toma de muestras combinada con pruebas bioquimicas y de biologia molecular para la prevencion eficiente de cancer de cuello uterino en poblacion vulnerable habitante en zonas urbanas deprimidas economicamente,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER DE CUELLO UTERINO,SANTANDER,BUCARAMANGA,,,,,,,
335972553295,Oxigenoterapia a largo plazo en pacientes con enfermedad pulmonar obstructiva cronica (EPOC) residentes a gran altura (2.640 metros sobre el nivel del mar). Evaluacion de una propuesta de modificacion de criterios. ,FUNDACION NEUMOLOGICA COLOMBIANA,ENFERMEDADES CRONICAS NO TRANSMISIBLES-ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA (EPOC),BOGOTA D.C.,BOGOTA D.C.,,,,,,,
211772553565,Desarrollo y evaluacion de una intervencion que integra estrategias innovadoras de m-Health para fortalecer el programa de atencion para pacientes con diabetes de una Empresa Promotora de Salud en Colombia,UNIVERSIDAD ICESI,ENFERMEDADES CRONICAS NO TRANSMISIBLES-DIABETES,VALLE DEL CAUCA,CALI,,,,,,,
112772553431,Asociacion entre el consumo de leche cruda y la colonizacion de Streptococcus agalactiae en personal a riesgo en predios lecheros de Caldas.,UNIVERSIDAD DE CALDAS - UNICALDAS,SEGURIDAD ALIMENTARIA Y NUTRICION-INOCUIDAD,CALDAS,MANIZALES,,,,,,,
639672553420,Biopeliculas bacterianas de tubo-orotraqueal y su sensibilidad antimicrobiana en la UCI medica en Bogota Colombia,CORPORACION CORPOGEN,SISTEMAS Y SERVICIOS DE SALUD-DETERMINANTES DE LA SALUD.,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111572553299,Inequidades socioeconomicas en mortalidad y salud neonatal en Colombia Tendencias temporales seguro de salud y transferencias territoriales ,UNIVERSIDAD DE ANTIOQUIA - UDEA,SISTEMAS Y SERVICIOS DE SALUD-DETERMINANTES DE LA SALUD.,ANTIOQUIA,MEDELLIN,,,,,,,
